player 1,player 2,winner,winner points,Total_points,depth
"{'apertura': {'corner': 0.1174, 'mob': 0.8088, 'stable': 0.4911, 'parity': 0.9286, 'pos': 0.6801}, 'medio': {'corner': 0.3951, 'mob': 0.243, 'stable': 0.1819, 'parity': 0.1763, 'pos': 0.9631}, 'final': {'corner': 0.0213, 'mob': 0.9394, 'stable': 0.2972, 'parity': 0.6825, 'pos': 0.2206}}",minimax,minimax,46,64,60
"{'apertura': {'corner': 0.0368, 'mob': 0.3599, 'stable': 0.6084, 'parity': 0.6966, 'pos': 0.7825}, 'medio': {'corner': 0.0357, 'mob': 0.7523, 'stable': 0.1898, 'parity': 0.7083, 'pos': 0.8779}, 'final': {'corner': 0.9725, 'mob': 0.0401, 'stable': 0.3787, 'parity': 0.1274, 'pos': 0.1246}}",minimax,minimax,37,63,61
"{'apertura': {'corner': 0.1926, 'mob': 0.2437, 'stable': 0.4466, 'parity': 0.6465, 'pos': 0.7007}, 'medio': {'corner': 0.2774, 'mob': 0.8752, 'stable': 0.384, 'parity': 0.8163, 'pos': 0.6131}, 'final': {'corner': 0.7008, 'mob': 0.1793, 'stable': 0.6253, 'parity': 0.2781, 'pos': 0.2246}}",minimax,minimax,48,59,60
"{'apertura': {'corner': 0.7553, 'mob': 0.8406, 'stable': 0.026, 'parity': 0.1594, 'pos': 0.6255}, 'medio': {'corner': 0.0025, 'mob': 0.1512, 'stable': 0.8237, 'parity': 0.7703, 'pos': 0.7099}, 'final': {'corner': 0.3804, 'mob': 0.9852, 'stable': 0.8516, 'parity': 0.4174, 'pos': 0.3948}}",minimax,minimax,48,60,60
"{'apertura': {'corner': 0.616, 'mob': 0.064, 'stable': 0.3069, 'parity': 0.6631, 'pos': 0.6698}, 'medio': {'corner': 0.445, 'mob': 0.7109, 'stable': 0.3765, 'parity': 0.6665, 'pos': 0.6417}, 'final': {'corner': 0.6956, 'mob': 0.3431, 'stable': 0.6374, 'parity': 0.6306, 'pos': 0.5019}}",minimax,minimax,52,60,60
"{'apertura': {'corner': 0.2815, 'mob': 0.7731, 'stable': 0.6398, 'parity': 0.0098, 'pos': 0.664}, 'medio': {'corner': 0.3603, 'mob': 0.5539, 'stable': 0.0081, 'parity': 0.3391, 'pos': 0.2321}, 'final': {'corner': 0.0626, 'mob': 0.9641, 'stable': 0.099, 'parity': 0.6918, 'pos': 0.157}}",minimax,minimax,48,64,60
"{'apertura': {'corner': 0.2504, 'mob': 0.9961, 'stable': 0.3928, 'parity': 0.2173, 'pos': 0.7654}, 'medio': {'corner': 0.8188, 'mob': 0.7411, 'stable': 0.3847, 'parity': 0.9481, 'pos': 0.1069}, 'final': {'corner': 0.8007, 'mob': 0.574, 'stable': 0.0017, 'parity': 0.2234, 'pos': 0.6852}}",minimax,"{'apertura': {'corner': 0.2504, 'mob': 0.9961, 'stable': 0.3928, 'parity': 0.2173, 'pos': 0.7654}, 'medio': {'corner': 0.8188, 'mob': 0.7411, 'stable': 0.3847, 'parity': 0.9481, 'pos': 0.1069}, 'final': {'corner': 0.8007, 'mob': 0.574, 'stable': 0.0017, 'parity': 0.2234, 'pos': 0.6852}}",34,64,60
"{'apertura': {'corner': 0.0767, 'mob': 0.6503, 'stable': 0.1597, 'parity': 0.9039, 'pos': 0.0452}, 'medio': {'corner': 0.6966, 'mob': 0.1339, 'stable': 0.8834, 'parity': 0.4522, 'pos': 0.68}, 'final': {'corner': 0.4921, 'mob': 0.7597, 'stable': 0.2199, 'parity': 0.3588, 'pos': 0.0926}}",minimax,"{'apertura': {'corner': 0.0767, 'mob': 0.6503, 'stable': 0.1597, 'parity': 0.9039, 'pos': 0.0452}, 'medio': {'corner': 0.6966, 'mob': 0.1339, 'stable': 0.8834, 'parity': 0.4522, 'pos': 0.68}, 'final': {'corner': 0.4921, 'mob': 0.7597, 'stable': 0.2199, 'parity': 0.3588, 'pos': 0.0926}}",35,64,60
"{'apertura': {'corner': 0.5638, 'mob': 0.2147, 'stable': 0.3236, 'parity': 0.478, 'pos': 0.6256}, 'medio': {'corner': 0.4199, 'mob': 0.2298, 'stable': 0.5445, 'parity': 0.4904, 'pos': 0.6947}, 'final': {'corner': 0.9092, 'mob': 0.2897, 'stable': 0.4132, 'parity': 0.8055, 'pos': 0.7069}}",minimax,minimax,41,63,61
"{'apertura': {'corner': 0.4845557254332863, 'mob': 0.2781, 'stable': 0.3014, 'parity': 0.4114, 'pos': 0.5747}, 'medio': {'corner': 0.494, 'mob': 0.517, 'stable': 0.7463, 'parity': 0.7481, 'pos': 0.4013}, 'final': {'corner': 0.6426, 'mob': 0.265, 'stable': 0.6477, 'parity': 0.6037, 'pos': 0.5297}}",minimax,minimax,46,63,63
"{'apertura': {'corner': 0.8836, 'mob': 0.0005, 'stable': 0.329, 'parity': 0.7296, 'pos': 0.7206}, 'medio': {'corner': 0.3709, 'mob': 0.4237, 'stable': 0.1747, 'parity': 0.4089, 'pos': 0.935}, 'final': {'corner': 0.9622, 'mob': 0.3678, 'stable': 0.4029, 'parity': 0.8325, 'pos': 0.679}}",minimax,minimax,53,64,60
"{'apertura': {'corner': 0.1944, 'mob': 0.7958, 'stable': 0.3743, 'parity': 0.0967, 'pos': 0.1513}, 'medio': {'corner': 0.8745, 'mob': 0.1503, 'stable': 0.9285, 'parity': 0.7906, 'pos': 0.9501}, 'final': {'corner': 0.127, 'mob': 0.8168, 'stable': 0.0081, 'parity': 0.8943, 'pos': 0.1401}}",minimax,minimax,50,64,63
"{'apertura': {'corner': 0.8597, 'mob': 0.798, 'stable': 0.4364, 'parity': 0.2937, 'pos': 0.4616}, 'medio': {'corner': 0.3349, 'mob': 0.0646, 'stable': 0.4986, 'parity': 0.5909, 'pos': 0.7179}, 'final': {'corner': 0.4883, 'mob': 0.2329, 'stable': 0.5395, 'parity': 0.7232, 'pos': 0.4854}}",minimax,minimax,45,63,61
"{'apertura': {'corner': 0.2498, 'mob': 0.5039, 'stable': 0.6086, 'parity': 0.9512, 'pos': 0.0216}, 'medio': {'corner': 0.2351, 'mob': 0.9158, 'stable': 0.565, 'parity': 0.7063, 'pos': 0.9886}, 'final': {'corner': 0.1877, 'mob': 0.8272, 'stable': 0.9242, 'parity': 0.7531, 'pos': 0.1087}}",minimax,minimax,45,64,65
"{'apertura': {'corner': 0.1436, 'mob': 0.678, 'stable': 0.5006, 'parity': 0.4569, 'pos': 0.7739}, 'medio': {'corner': 0.4272, 'mob': 0.7467, 'stable': 0.2873, 'parity': 0.8282, 'pos': 0.4924}, 'final': {'corner': 0.8866, 'mob': 0.307, 'stable': 0.1902, 'parity': 0.1754, 'pos': 0.4049}}",minimax,"{'apertura': {'corner': 0.1436, 'mob': 0.678, 'stable': 0.5006, 'parity': 0.4569, 'pos': 0.7739}, 'medio': {'corner': 0.4272, 'mob': 0.7467, 'stable': 0.2873, 'parity': 0.8282, 'pos': 0.4924}, 'final': {'corner': 0.8866, 'mob': 0.307, 'stable': 0.1902, 'parity': 0.1754, 'pos': 0.4049}}",39,64,60
"{'apertura': {'corner': 0.5029, 'mob': 0.9183, 'stable': 0.2094, 'parity': 0.1883, 'pos': 0.6954}, 'medio': {'corner': 0.4106, 'mob': 0.4461, 'stable': 0.6042, 'parity': 0.8592, 'pos': 0.4084}, 'final': {'corner': 0.5906, 'mob': 0.7796, 'stable': 0.4267, 'parity': 0.3204, 'pos': 0.54}}",minimax,minimax,50,64,60
"{'apertura': {'corner': 0.302, 'mob': 0.4042, 'stable': 0.6467, 'parity': 0.4101, 'pos': 0.5363}, 'medio': {'corner': 0.4526, 'mob': 0.084, 'stable': 0.6846, 'parity': 0.8438, 'pos': 0.8405}, 'final': {'corner': 0.092, 'mob': 0.5768, 'stable': 0.4808, 'parity': 0.45, 'pos': 0.3953}}",minimax,minimax,49,64,60
"{'apertura': {'corner': 0.1436, 'mob': 0.678, 'stable': 0.5006, 'parity': 0.4569, 'pos': 0.7739}, 'medio': {'corner': 0.4272, 'mob': 0.7467, 'stable': 0.2873, 'parity': 0.8282, 'pos': 0.4924}, 'final': {'corner': 0.8866, 'mob': 0.307, 'stable': 0.1902, 'parity': 0.1754, 'pos': 0.4049}}",minimax,minimax,47,47,50
"{'apertura': {'corner': 0.2498, 'mob': 0.5039, 'stable': 0.6086, 'parity': 0.9512, 'pos': 0.0216}, 'medio': {'corner': 0.2351, 'mob': 0.9158, 'stable': 0.565, 'parity': 0.7063, 'pos': 0.9886}, 'final': {'corner': 0.1877, 'mob': 0.8272, 'stable': 0.9242, 'parity': 0.7531, 'pos': 0.1087}}",minimax,minimax,42,58,60
"{'apertura': {'corner': 0.1944, 'mob': 0.7958, 'stable': 0.3743, 'parity': 0.0967, 'pos': 0.1513}, 'medio': {'corner': 0.8745, 'mob': 0.1503, 'stable': 0.9285, 'parity': 0.7906, 'pos': 0.9501}, 'final': {'corner': 0.127, 'mob': 0.8168, 'stable': 0.0081, 'parity': 0.8943, 'pos': 0.1401}}",minimax,minimax,47,64,61
"{'apertura': {'corner': 0.2815, 'mob': 0.7731, 'stable': 0.6398, 'parity': 0.0098, 'pos': 0.664}, 'medio': {'corner': 0.3603, 'mob': 0.5539, 'stable': 0.0081, 'parity': 0.3391, 'pos': 0.2321}, 'final': {'corner': 0.0626, 'mob': 0.9641, 'stable': 0.099, 'parity': 0.6918, 'pos': 0.157}}",minimax,minimax,49,64,60
"{'apertura': {'corner': 0.2504, 'mob': 0.9961, 'stable': 0.3928, 'parity': 0.2173, 'pos': 0.7654}, 'medio': {'corner': 0.8188, 'mob': 0.7411, 'stable': 0.3847, 'parity': 0.9481, 'pos': 0.1069}, 'final': {'corner': 0.8007, 'mob': 0.574, 'stable': 0.0017, 'parity': 0.2234, 'pos': 0.6852}}",minimax,"{'apertura': {'corner': 0.2504, 'mob': 0.9961, 'stable': 0.3928, 'parity': 0.2173, 'pos': 0.7654}, 'medio': {'corner': 0.8188, 'mob': 0.7411, 'stable': 0.3847, 'parity': 0.9481, 'pos': 0.1069}, 'final': {'corner': 0.8007, 'mob': 0.574, 'stable': 0.0017, 'parity': 0.2234, 'pos': 0.6852}}",34,64,60
"{'apertura': {'corner': 0.5139760856577037, 'mob': 0.5209, 'stable': 0.4415, 'parity': 0.4701, 'pos': 0.5812}, 'medio': {'corner': 0.3061, 'mob': 0.4699, 'stable': 0.4413, 'parity': 0.7036, 'pos': 0.6655}, 'final': {'corner': 0.5946, 'mob': 0.2061, 'stable': 0.5824, 'parity': 0.5007, 'pos': 0.355}}",minimax,minimax,44,62,65
"{'apertura': {'corner': 0.539, 'mob': 0.3981, 'stable': 0.3517, 'parity': 0.4132, 'pos': 0.436}, 'medio': {'corner': 0.6227, 'mob': 0.287, 'stable': 0.5516, 'parity': 0.5998, 'pos': 0.9425}, 'final': {'corner': 0.5446, 'mob': 0.5923, 'stable': 0.2055, 'parity': 0.8634, 'pos': 0.4096}}",minimax,minimax,44,62,67
"{'apertura': {'corner': 0.3798, 'mob': 0.371, 'stable': 0.4038, 'parity': 0.56, 'pos': 0.7218}, 'medio': {'corner': 0.4361, 'mob': 0.7288, 'stable': 0.3319, 'parity': 0.7473, 'pos': 0.5671}, 'final': {'corner': 0.7911, 'mob': 0.3251, 'stable': 0.4138, 'parity': 0.403, 'pos': 0.4534}}",minimax,minimax,49,63,63
"{'apertura': {'corner': 0.6813, 'mob': 0.8581, 'stable': 0.3229, 'parity': 0.241, 'pos': 0.5785}, 'medio': {'corner': 0.3728, 'mob': 0.2554, 'stable': 0.5514, 'parity': 0.725, 'pos': 0.5632}, 'final': {'corner': 0.5394, 'mob': 0.5062, 'stable': 0.4831, 'parity': 0.5218, 'pos': 0.5127}}",minimax,minimax,39,63,65
"{'apertura': {'corner': 0.0767, 'mob': 0.6503, 'stable': 0.1597, 'parity': 0.9039, 'pos': 0.0452}, 'medio': {'corner': 0.6966, 'mob': 0.1339, 'stable': 0.8834, 'parity': 0.4522, 'pos': 0.68}, 'final': {'corner': 0.4921, 'mob': 0.7597, 'stable': 0.2199, 'parity': 0.3588, 'pos': 0.0926}}",minimax,minimax,46,64,61
"{'apertura': {'corner': 0.5029, 'mob': 0.9183, 'stable': 0.2094, 'parity': 0.1883, 'pos': 0.6954}, 'medio': {'corner': 0.4106, 'mob': 0.4461, 'stable': 0.6042, 'parity': 0.8592, 'pos': 0.4084}, 'final': {'corner': 0.5906, 'mob': 0.7796, 'stable': 0.4267, 'parity': 0.3204, 'pos': 0.54}}",minimax,minimax,54,64,61
"{'apertura': {'corner': 0.4739, 'mob': 0.5422, 'stable': 0.2363, 'parity': 0.4029, 'pos': 0.6631}, 'medio': {'corner': 0.1399, 'mob': 0.5132, 'stable': 0.6038, 'parity': 0.7933, 'pos': 0.6615}, 'final': {'corner': 0.5406, 'mob': 0.5822, 'stable': 0.7385, 'parity': 0.3478, 'pos': 0.3097}}",minimax,minimax,51,64,60
"{'apertura': {'corner': 0.1893, 'mob': 0.5272, 'stable': 0.4032, 'parity': 0.657, 'pos': 0.2908}, 'medio': {'corner': 0.5746, 'mob': 0.1089, 'stable': 0.784, 'parity': 0.648, 'pos': 0.7603}, 'final': {'corner': 0.292, 'mob': 0.6683, 'stable': 0.3503, 'parity': 0.4044, 'pos': 0.244}}",minimax,"{'apertura': {'corner': 0.1893, 'mob': 0.5272, 'stable': 0.4032, 'parity': 0.657, 'pos': 0.2908}, 'medio': {'corner': 0.5746, 'mob': 0.1089, 'stable': 0.784, 'parity': 0.648, 'pos': 0.7603}, 'final': {'corner': 0.292, 'mob': 0.6683, 'stable': 0.3503, 'parity': 0.4044, 'pos': 0.244}}",33,64,60
"{'apertura': {'corner': 0.2656, 'mob': 0.6385, 'stable': 0.6242, 'parity': 0.4805, 'pos': 0.3428}, 'medio': {'corner': 0.2977, 'mob': 0.7349, 'stable': 0.2865, 'parity': 0.5227, 'pos': 0.6104}, 'final': {'corner': 0.1252, 'mob': 0.8957, 'stable': 0.5116, 'parity': 0.7225, 'pos': 0.1328}}",minimax,minimax,42,64,63
"{'apertura': {'corner': 0.1156, 'mob': 0.5778, 'stable': 0.4914, 'parity': 0.3967, 'pos': 0.4669}, 'medio': {'corner': 0.4551, 'mob': 0.4513, 'stable': 0.5592, 'parity': 0.7494, 'pos': 0.914}, 'final': {'corner': 0.5497, 'mob': 0.4284, 'stable': 0.1934, 'parity': 0.5109, 'pos': 0.1323}}",minimax,minimax,46,64,61
"{'apertura': {'corner': 0.8836, 'mob': 0.0005, 'stable': 0.329, 'parity': 0.7296, 'pos': 0.7206}, 'medio': {'corner': 0.3709, 'mob': 0.4237, 'stable': 0.1747, 'parity': 0.4089, 'pos': 0.935}, 'final': {'corner': 0.9622, 'mob': 0.3678, 'stable': 0.4029, 'parity': 0.8325, 'pos': 0.679}}",minimax,minimax,45,64,60
"{'apertura': {'corner': 0.2656, 'mob': 0.6385, 'stable': 0.6242, 'parity': 0.4805, 'pos': 0.3428}, 'medio': {'corner': 0.2977, 'mob': 0.7349, 'stable': 0.2865, 'parity': 0.5227, 'pos': 0.6104}, 'final': {'corner': 0.1252, 'mob': 0.8957, 'stable': 0.5116, 'parity': 0.7225, 'pos': 0.1328}}",minimax,minimax,50,64,60
"{'apertura': {'corner': 0.1893, 'mob': 0.5272, 'stable': 0.4032, 'parity': 0.657, 'pos': 0.2908}, 'medio': {'corner': 0.5746, 'mob': 0.1089, 'stable': 0.784, 'parity': 0.648, 'pos': 0.7603}, 'final': {'corner': 0.292, 'mob': 0.6683, 'stable': 0.3503, 'parity': 0.4044, 'pos': 0.244}}",minimax,minimax,40,64,60
"{'apertura': {'corner': 0.0767, 'mob': 0.6503, 'stable': 0.1597, 'parity': 0.9039, 'pos': 0.0452}, 'medio': {'corner': 0.6966, 'mob': 0.1339, 'stable': 0.8834, 'parity': 0.4522, 'pos': 0.68}, 'final': {'corner': 0.4921, 'mob': 0.7597, 'stable': 0.2199, 'parity': 0.3588, 'pos': 0.0926}}",minimax,"{'apertura': {'corner': 0.0767, 'mob': 0.6503, 'stable': 0.1597, 'parity': 0.9039, 'pos': 0.0452}, 'medio': {'corner': 0.6966, 'mob': 0.1339, 'stable': 0.8834, 'parity': 0.4522, 'pos': 0.68}, 'final': {'corner': 0.4921, 'mob': 0.7597, 'stable': 0.2199, 'parity': 0.3588, 'pos': 0.0926}}",43,64,60
"{'apertura': {'corner': 0.4739, 'mob': 0.5422, 'stable': 0.2363, 'parity': 0.4029, 'pos': 0.6631}, 'medio': {'corner': 0.1399, 'mob': 0.5132, 'stable': 0.6038, 'parity': 0.7933, 'pos': 0.6615}, 'final': {'corner': 0.5406, 'mob': 0.5822, 'stable': 0.7385, 'parity': 0.3478, 'pos': 0.3097}}",minimax,minimax,50,64,60
"{'apertura': {'corner': 0.5029, 'mob': 0.9183, 'stable': 0.2094, 'parity': 0.1883, 'pos': 0.6954}, 'medio': {'corner': 0.4106, 'mob': 0.4461, 'stable': 0.6042, 'parity': 0.8592, 'pos': 0.4084}, 'final': {'corner': 0.5906, 'mob': 0.7796, 'stable': 0.4267, 'parity': 0.3204, 'pos': 0.54}}",minimax,"{'apertura': {'corner': 0.5029, 'mob': 0.9183, 'stable': 0.2094, 'parity': 0.1883, 'pos': 0.6954}, 'medio': {'corner': 0.4106, 'mob': 0.4461, 'stable': 0.6042, 'parity': 0.8592, 'pos': 0.4084}, 'final': {'corner': 0.5906, 'mob': 0.7796, 'stable': 0.4267, 'parity': 0.3204, 'pos': 0.54}}",39,63,63
"{'apertura': {'corner': 0.521, 'mob': 0.6582, 'stable': 0.2806, 'parity': 0.3008, 'pos': 0.6642320512457562}, 'medio': {'corner': 0.5167, 'mob': 0.3665, 'stable': 0.5779, 'parity': 0.7295, 'pos': 0.6754}, 'final': {'corner': 0.5676, 'mob': 0.686, 'stable': 0.3161, 'parity': 0.5919, 'pos': 0.4748}}",minimax,minimax,46,63,61
"{'apertura': {'corner': 0.1944, 'mob': 0.7958, 'stable': 0.3743, 'parity': 0.0967, 'pos': 0.1513}, 'medio': {'corner': 0.8745, 'mob': 0.1503, 'stable': 0.9285, 'parity': 0.7906, 'pos': 0.9501}, 'final': {'corner': 0.127, 'mob': 0.8168, 'stable': 0.0081, 'parity': 0.8943, 'pos': 0.1401}}",minimax,minimax,48,64,60
"{'apertura': {'corner': 0.2815, 'mob': 0.7731, 'stable': 0.6398, 'parity': 0.0098, 'pos': 0.664}, 'medio': {'corner': 0.3603, 'mob': 0.5539, 'stable': 0.0081, 'parity': 0.3391, 'pos': 0.2321}, 'final': {'corner': 0.0626, 'mob': 0.9641, 'stable': 0.099, 'parity': 0.6918, 'pos': 0.157}}",minimax,minimax,45,64,60
"{'apertura': {'corner': 0.2504, 'mob': 0.9961, 'stable': 0.3928, 'parity': 0.2173, 'pos': 0.7654}, 'medio': {'corner': 0.8188, 'mob': 0.7411, 'stable': 0.3847, 'parity': 0.9481, 'pos': 0.1069}, 'final': {'corner': 0.8007, 'mob': 0.574, 'stable': 0.0017, 'parity': 0.2234, 'pos': 0.6852}}",minimax,minimax,35,64,60
"{'apertura': {'corner': 0.2871, 'mob': 0.5834, 'stable': 0.3891, 'parity': 0.3284, 'pos': 0.4365}, 'medio': {'corner': 0.6553, 'mob': 0.4395, 'stable': 0.6302, 'parity': 0.769, 'pos': 0.7586}, 'final': {'corner': 0.4591, 'mob': 0.5709, 'stable': 0.2109, 'parity': 0.6486, 'pos': 0.2968}}",minimax,"{'apertura': {'corner': 0.2871, 'mob': 0.5834, 'stable': 0.3891, 'parity': 0.3284, 'pos': 0.4365}, 'medio': {'corner': 0.6553, 'mob': 0.4395, 'stable': 0.6302, 'parity': 0.769, 'pos': 0.7586}, 'final': {'corner': 0.4591, 'mob': 0.5709, 'stable': 0.2109, 'parity': 0.6486, 'pos': 0.2968}}",33,64,62
"{'apertura': {'corner': 0.4103, 'mob': 0.5856, 'stable': 0.4958, 'parity': 0.2115, 'pos': 0.55}, 'medio': {'corner': 0.4915, 'mob': 0.4204, 'stable': 0.2798, 'parity': 0.4695, 'pos': 0.5873}, 'final': {'corner': 0.3036, 'mob': 0.7782, 'stable': 0.1522, 'parity': 0.7776, 'pos': 0.2833}}",minimax,"{'apertura': {'corner': 0.4103, 'mob': 0.5856, 'stable': 0.4958, 'parity': 0.2115, 'pos': 0.55}, 'medio': {'corner': 0.4915, 'mob': 0.4204, 'stable': 0.2798, 'parity': 0.4695, 'pos': 0.5873}, 'final': {'corner': 0.3036, 'mob': 0.7782, 'stable': 0.1522, 'parity': 0.7776, 'pos': 0.2833}}",35,64,62
"{'apertura': {'corner': 0.3413, 'mob': 0.5381, 'stable': 0.4262, 'parity': 0.435, 'pos': 0.6049}, 'medio': {'corner': 0.525, 'mob': 0.5169, 'stable': 0.4194, 'parity': 0.714, 'pos': 0.7175}, 'final': {'corner': 0.7156, 'mob': 0.4496, 'stable': 0.1978, 'parity': 0.5194, 'pos': 0.4073}}",minimax,minimax,46,64,60
"{'apertura': {'corner': 0.4379, 'mob': 0.8269, 'stable': 0.3486, 'parity': 0.1689, 'pos': 0.3649}, 'medio': {'corner': 0.6237, 'mob': 0.2029, 'stable': 0.7399, 'parity': 0.7578, 'pos': 0.7567}, 'final': {'corner': 0.3332, 'mob': 0.6615, 'stable': 0.2456, 'parity': 0.7081, 'pos': 0.3264}}",minimax,minimax,55,64,60
"{'apertura': {'corner': 0.3898, 'mob': 0.5797, 'stable': 0.5329, 'parity': 0.4753, 'pos': 0.462}, 'medio': {'corner': 0.3019, 'mob': 0.6024, 'stable': 0.3639, 'parity': 0.6132, 'pos': 0.638}, 'final': {'corner': 0.3599, 'mob': 0.7402756485432151, 'stable': 0.547, 'parity': 0.6116, 'pos': 0.2439}}",minimax,minimax,43,64,60
"{'apertura': {'corner': 0.2354, 'mob': 0.6502, 'stable': 0.5215, 'parity': 0.3334, 'pos': 0.4774}, 'medio': {'corner': 0.4675, 'mob': 0.3314, 'stable': 0.3961, 'parity': 0.4936, 'pos': 0.4962}, 'final': {'corner': 0.1773, 'mob': 0.8162, 'stable': 0.2247, 'parity': 0.5481, 'pos': 0.2005}}",minimax,minimax,47,64,60
"{'apertura': {'corner': 0.6101, 'mob': 0.6281, 'stable': 0.3373, 'parity': 0.3271, 'pos': 0.5072}, 'medio': {'corner': 0.4978, 'mob': 0.2712, 'stable': 0.5515, 'parity': 0.6624, 'pos': 0.7529}, 'final': {'corner': 0.542, 'mob': 0.5493, 'stable': 0.3443, 'parity': 0.6926, 'pos': 0.4612}}",minimax,minimax,34,64,60
"{'apertura': {'corner': 0.1944, 'mob': 0.7958, 'stable': 0.3743, 'parity': 0.0967, 'pos': 0.1513}, 'medio': {'corner': 0.8745, 'mob': 0.1503, 'stable': 0.9285, 'parity': 0.7906, 'pos': 0.9501}, 'final': {'corner': 0.127, 'mob': 0.8168, 'stable': 0.0081, 'parity': 0.8943, 'pos': 0.1401}}",minimax,minimax,48,64,60
"{'apertura': {'corner': 0.4739, 'mob': 0.5422, 'stable': 0.2363, 'parity': 0.4029, 'pos': 0.6631}, 'medio': {'corner': 0.1399, 'mob': 0.5132, 'stable': 0.6038, 'parity': 0.7933, 'pos': 0.6615}, 'final': {'corner': 0.5406, 'mob': 0.5822, 'stable': 0.7385, 'parity': 0.3478, 'pos': 0.3097}}",minimax,minimax,41,64,68
"{'apertura': {'corner': 0.0767, 'mob': 0.6503, 'stable': 0.1597, 'parity': 0.9039, 'pos': 0.0452}, 'medio': {'corner': 0.6966, 'mob': 0.1339, 'stable': 0.8834, 'parity': 0.4522, 'pos': 0.68}, 'final': {'corner': 0.4921, 'mob': 0.7597, 'stable': 0.2199, 'parity': 0.3588, 'pos': 0.0926}}",minimax,minimax,51,60,60
"{'apertura': {'corner': 0.4103, 'mob': 0.5856, 'stable': 0.4958, 'parity': 0.2115, 'pos': 0.55}, 'medio': {'corner': 0.4915, 'mob': 0.4204, 'stable': 0.2798, 'parity': 0.4695, 'pos': 0.5873}, 'final': {'corner': 0.3036, 'mob': 0.7782, 'stable': 0.1522, 'parity': 0.7776, 'pos': 0.2833}}",minimax,"{'apertura': {'corner': 0.4103, 'mob': 0.5856, 'stable': 0.4958, 'parity': 0.2115, 'pos': 0.55}, 'medio': {'corner': 0.4915, 'mob': 0.4204, 'stable': 0.2798, 'parity': 0.4695, 'pos': 0.5873}, 'final': {'corner': 0.3036, 'mob': 0.7782, 'stable': 0.1522, 'parity': 0.7776, 'pos': 0.2833}}",41,62,60
"{'apertura': {'corner': 0.2895, 'mob': 0.5534, 'stable': 0.4681, 'parity': 0.5662, 'pos': 0.3764}, 'medio': {'corner': 0.4383, 'mob': 0.3557, 'stable': 0.5739, 'parity': 0.6306, 'pos': 0.6991}, 'final': {'corner': 0.3259, 'mob': 0.7043, 'stable': 0.4486, 'parity': 0.508, 'pos': 0.244}}",minimax,"{'apertura': {'corner': 0.2895, 'mob': 0.5534, 'stable': 0.4681, 'parity': 0.5662, 'pos': 0.3764}, 'medio': {'corner': 0.4383, 'mob': 0.3557, 'stable': 0.5739, 'parity': 0.6306, 'pos': 0.6991}, 'final': {'corner': 0.3259, 'mob': 0.7043, 'stable': 0.4486, 'parity': 0.508, 'pos': 0.244}}",49,63,60
"{'apertura': {'corner': 0.2656, 'mob': 0.6385, 'stable': 0.6242, 'parity': 0.4805, 'pos': 0.3428}, 'medio': {'corner': 0.2977, 'mob': 0.7349, 'stable': 0.2865, 'parity': 0.5227, 'pos': 0.6104}, 'final': {'corner': 0.1252, 'mob': 0.8957, 'stable': 0.5116, 'parity': 0.7225, 'pos': 0.1328}}",minimax,minimax,54,64,60
"{'apertura': {'corner': 0.3304, 'mob': 0.7909, 'stable': 0.4443, 'parity': 0.2144, 'pos': 0.6577}, 'medio': {'corner': 0.6552, 'mob': 0.5807, 'stable': 0.3322, 'parity': 0.7088, 'pos': 0.3471}, 'final': {'corner': 0.5521, 'mob': 0.6761, 'stable': 0.077, 'parity': 0.5005, 'pos': 0.4843}}",minimax,minimax,50,64,60
"{'apertura': {'corner': 0.2871, 'mob': 0.5834, 'stable': 0.3891, 'parity': 0.3284, 'pos': 0.4365}, 'medio': {'corner': 0.6553, 'mob': 0.4395, 'stable': 0.6302, 'parity': 0.769, 'pos': 0.7586}, 'final': {'corner': 0.4591, 'mob': 0.5709, 'stable': 0.2109, 'parity': 0.6486, 'pos': 0.2968}}",minimax,minimax,36,64,61
"{'apertura': {'corner': 0.1893, 'mob': 0.5272, 'stable': 0.4032, 'parity': 0.657, 'pos': 0.2908}, 'medio': {'corner': 0.5746, 'mob': 0.1089, 'stable': 0.784, 'parity': 0.648, 'pos': 0.7603}, 'final': {'corner': 0.292, 'mob': 0.6683, 'stable': 0.3503, 'parity': 0.4044, 'pos': 0.244}}",minimax,minimax,35,63,65
"{'apertura': {'corner': 0.2379, 'mob': 0.7844, 'stable': 0.5071, 'parity': 0.0532, 'pos': 0.4077}, 'medio': {'corner': 0.6174, 'mob': 0.3521, 'stable': 0.4683, 'parity': 0.5648, 'pos': 0.5911}, 'final': {'corner': 0.0948, 'mob': 0.8904, 'stable': 0.0536, 'parity': 0.7931, 'pos': 0.1486}}",minimax,minimax,50,64,60
"{'apertura': {'corner': 0.3034, 'mob': 0.5883, 'stable': 0.5252, 'parity': 0.2586118012263381, 'pos': 0.4738}, 'medio': {'corner': 0.4113, 'mob': 0.6259, 'stable': 0.3529, 'parity': 0.6183, 'pos': 0.664}, 'final': {'corner': 0.4204, 'mob': 0.6726, 'stable': 0.3547, 'parity': 0.621, 'pos': 0.2701}}",minimax,minimax,45,63,61
