player 1,player 2,winner,winner points,Total_points,depth
"{'apertura': {'corner': 0.31, 'mob': 0.6722, 'stable': 0.4562, 'parity': 0.3903, 'pos': 0.5171}, 'medio': {'corner': 0.5468, 'mob': 0.4682, 'stable': 0.453, 'parity': 0.6697, 'pos': 0.5231}, 'final': {'corner': 0.439, 'mob': 0.6902, 'stable': 0.2628, 'parity': 0.5042, 'pos': 0.3641}}",minimax,minimax,50,63,61
"{'apertura': {'corner': 0.2298, 'mob': 0.8690935619066924, 'stable': 0.3996, 'parity': 0.248, 'pos': 0.2433}, 'medio': {'corner': 0.738, 'mob': 0.2378, 'stable': 0.8025, 'parity': 0.7479, 'pos': 0.8634}, 'final': {'corner': 0.2183, 'mob': 0.758, 'stable': 0.1436, 'parity': 0.767, 'pos': 0.1856}}",minimax,minimax,36,64,60
"{'apertura': {'corner': 0.2994, 'mob': 0.6593, 'stable': 0.46, 'parity': 0.196, 'pos': 0.454}, 'medio': {'corner': 0.6001, 'mob': 0.402, 'stable': 0.4819, 'parity': 0.6176, 'pos': 0.6529}, 'final': {'corner': 0.2837, 'mob': 0.7426, 'stable': 0.1372, 'parity': 0.6747, 'pos': 0.2379}}",minimax,minimax,54,63,60
"{'apertura': {'corner': 0.4022, 'mob': 0.6665, 'stable': 0.3403, 'parity': 0.3086, 'pos': 0.6604}, 'medio': {'corner': 0.3976, 'mob': 0.547, 'stable': 0.468, 'parity': 0.751, 'pos': 0.5043}, 'final': {'corner': 0.5464, 'mob': 0.6292, 'stable': 0.4078, 'parity': 0.4241, 'pos': 0.397}}",minimax,minimax,48,64,62
"{'apertura': {'corner': 0.359, 'mob': 0.6411, 'stable': 0.3606, 'parity': 0.304, 'pos': 0.5351}, 'medio': {'corner': 0.5302, 'mob': 0.4647, 'stable': 0.5628, 'parity': 0.7548, 'pos': 0.6431}, 'final': {'corner': 0.4872, 'mob': 0.614, 'stable': 0.2348, 'parity': 0.5544, 'pos': 0.3474}}",minimax,minimax,39,64,60
"{'apertura': {'corner': 0.3624, 'mob': 0.6975, 'stable': 0.3923, 'parity': 0.2724, 'pos': 0.5885}, 'medio': {'corner': 0.5036, 'mob': 0.503, 'stable': 0.4579, 'parity': 0.7023, 'pos': 0.5481}, 'final': {'corner': 0.4722, 'mob': 0.6591, 'stable': 0.2754, 'parity': 0.533, 'pos': 0.3594}}",minimax,minimax,50,59,60
"{'apertura': {'corner': 0.3226, 'mob': 0.661, 'stable': 0.4443, 'parity': 0.2362, 'pos': 0.5166}, 'medio': {'corner': 0.6096, 'mob': 0.4591, 'stable': 0.4478, 'parity': 0.6536, 'pos': 0.5919}, 'final': {'corner': 0.398, 'mob': 0.689, 'stable': 0.1431, 'parity': 0.6418, 'pos': 0.3218}}",minimax,,,64,60
"{'apertura': {'corner': 0.4022, 'mob': 0.6665, 'stable': 0.3403, 'parity': 0.3086, 'pos': 0.6604}, 'medio': {'corner': 0.3976, 'mob': 0.547, 'stable': 0.468, 'parity': 0.751, 'pos': 0.5043}, 'final': {'corner': 0.5464, 'mob': 0.6292, 'stable': 0.4078, 'parity': 0.4241, 'pos': 0.397}}",minimax,"{'apertura': {'corner': 0.4022, 'mob': 0.6665, 'stable': 0.3403, 'parity': 0.3086, 'pos': 0.6604}, 'medio': {'corner': 0.3976, 'mob': 0.547, 'stable': 0.468, 'parity': 0.751, 'pos': 0.5043}, 'final': {'corner': 0.5464, 'mob': 0.6292, 'stable': 0.4078, 'parity': 0.4241, 'pos': 0.397}}",41,64,60
"{'apertura': {'corner': 0.3494, 'mob': 0.5742, 'stable': 0.3862, 'parity': 0.4514, 'pos': 0.4497}, 'medio': {'corner': 0.4218, 'mob': 0.3875, 'stable': 0.6091, 'parity': 0.7006, 'pos': 0.7162}, 'final': {'corner': 0.3973, 'mob': 0.6544, 'stable': 0.3872, 'parity': 0.5212, 'pos': 0.2741}}",minimax,minimax,36,64,60
"{'apertura': {'corner': 0.2948, 'mob': 0.7842, 'stable': 0.3956, 'parity': 0.1931, 'pos': 0.5286}, 'medio': {'corner': 0.6536, 'mob': 0.4407, 'stable': 0.5189, 'parity': 0.7349, 'pos': 0.5342}, 'final': {'corner': 0.4422, 'mob': 0.7143, 'stable': 0.1314, 'parity': 0.5914, 'pos': 0.3926}}",minimax,minimax,44,61,60
"{'apertura': {'corner': 0.2419, 'mob': 0.6746, 'stable': 0.4212, 'parity': 0.3315, 'pos': 0.2639}, 'medio': {'corner': 0.6564, 'mob': 0.253, 'stable': 0.7512, 'parity': 0.7106, 'pos': 0.8246}, 'final': {'corner': 0.2265, 'mob': 0.7606, 'stable': 0.2283, 'parity': 0.7011, 'pos': 0.192}}",minimax,minimax,42,64,62
"{'apertura': {'corner': 0.4739, 'mob': 0.5422, 'stable': 0.2363, 'parity': 0.4029, 'pos': 0.6631}, 'medio': {'corner': 0.1399, 'mob': 0.5132, 'stable': 0.6038, 'parity': 0.7933, 'pos': 0.6615}, 'final': {'corner': 0.5406, 'mob': 0.5822, 'stable': 0.7385, 'parity': 0.3478, 'pos': 0.3097}}",minimax,,,64,60
"{'apertura': {'corner': 0.2298, 'mob': 0.8690935619066924, 'stable': 0.3996, 'parity': 0.248, 'pos': 0.2433}, 'medio': {'corner': 0.738, 'mob': 0.2378, 'stable': 0.8025, 'parity': 0.7479, 'pos': 0.8634}, 'final': {'corner': 0.2183, 'mob': 0.758, 'stable': 0.1436, 'parity': 0.767, 'pos': 0.1856}}",minimax,minimax,43,63,61
"{'apertura': {'corner': 0.3561, 'mob': 0.7031, 'stable': 0.3982, 'parity': 0.3494, 'pos': 0.5887}, 'medio': {'corner': 0.4722, 'mob': 0.5076, 'stable': 0.4605, 'parity': 0.7104, 'pos': 0.5137}, 'final': {'corner': 0.4927, 'mob': 0.6597, 'stable': 0.3353, 'parity': 0.4641, 'pos': 0.3805}}",minimax,minimax,56,64,60
"{'apertura': {'corner': 0.224, 'mob': 0.8021, 'stable': 0.3987, 'parity': 0.2311, 'pos': 0.2254}, 'medio': {'corner': 0.7517, 'mob': 0.2197, 'stable': 0.8212, 'parity': 0.7492, 'pos': 0.8753}, 'final': {'corner': 0.1976, 'mob': 0.7733, 'stable': 0.1309, 'parity': 0.7823, 'pos': 0.1759}}",minimax,minimax,34,64,61
"{'apertura': {'corner': 0.3304, 'mob': 0.7909, 'stable': 0.4443, 'parity': 0.2144, 'pos': 0.6577}, 'medio': {'corner': 0.6552, 'mob': 0.5807, 'stable': 0.3322, 'parity': 0.7088, 'pos': 0.3471}, 'final': {'corner': 0.5521, 'mob': 0.6761, 'stable': 0.077, 'parity': 0.5005, 'pos': 0.4843}}",minimax,minimax,51,64,61
"{'apertura': {'corner': 0.2182, 'mob': 0.7352, 'stable': 0.3978, 'parity': 0.2141, 'pos': 0.2076}, 'medio': {'corner': 0.7654, 'mob': 0.2016, 'stable': 0.8398, 'parity': 0.7506, 'pos': 0.8873}, 'final': {'corner': 0.1768, 'mob': 0.7887, 'stable': 0.1182, 'parity': 0.7977, 'pos': 0.1661}}",minimax,minimax,37,64,61
"{'apertura': {'corner': 0.3751, 'mob': 0.6848, 'stable': 0.4022, 'parity': 0.265, 'pos': 0.5888}, 'medio': {'corner': 0.4831, 'mob': 0.4918, 'stable': 0.4328, 'parity': 0.6686, 'pos': 0.5524}, 'final': {'corner': 0.4469, 'mob': 0.6784, 'stable': 0.2765, 'parity': 0.5583, 'pos': 0.3459}}",minimax,minimax,44,64,60
"{'apertura': {'corner': 0.2638, 'mob': 0.7075, 'stable': 0.4171, 'parity': 0.2774, 'pos': 0.3699}, 'medio': {'corner': 0.6832, 'mob': 0.3454, 'stable': 0.6534, 'parity': 0.7274, 'pos': 0.7127}, 'final': {'corner': 0.3246, 'mob': 0.7228, 'stable': 0.1608, 'parity': 0.6685, 'pos': 0.2717}}",minimax,minimax,34,64,60
"{'apertura': {'corner': 0.3125, 'mob': 0.6622, 'stable': 0.4445, 'parity': 0.2021, 'pos': 0.4358}, 'medio': {'corner': 0.6302, 'mob': 0.376, 'stable': 0.5159, 'parity': 0.6315, 'pos': 0.6836}, 'final': {'corner': 0.2988, 'mob': 0.7413, 'stable': 0.1229, 'parity': 0.7317, 'pos': 0.2555}}",minimax,minimax,50,64,60
"{'apertura': {'corner': 0.2585, 'mob': 0.701, 'stable': 0.419, 'parity': 0.1803, 'pos': 0.3383}, 'medio': {'corner': 0.7099, 'mob': 0.3123, 'stable': 0.6679, 'parity': 0.7014, 'pos': 0.7775}, 'final': {'corner': 0.2469, 'mob': 0.749, 'stable': 0.098, 'parity': 0.7537, 'pos': 0.2086}}",minimax,minimax,54,64,60
"{'apertura': {'corner': 0.2384, 'mob': 0.7181, 'stable': 0.4084, 'parity': 0.1972, 'pos': 0.273}, 'medio': {'corner': 0.7376, 'mob': 0.257, 'stable': 0.7539, 'parity': 0.726, 'pos': 0.8324}, 'final': {'corner': 0.2119, 'mob': 0.7689, 'stable': 0.1081, 'parity': 0.7757, 'pos': 0.1874}}",minimax,minimax,53,58,60
"{'apertura': {'corner': 0.3494, 'mob': 0.5742, 'stable': 0.3862, 'parity': 0.4514, 'pos': 0.4497}, 'medio': {'corner': 0.4218, 'mob': 0.3875, 'stable': 0.6091, 'parity': 0.7006, 'pos': 0.7162}, 'final': {'corner': 0.3973, 'mob': 0.6544, 'stable': 0.3872, 'parity': 0.5212, 'pos': 0.2741}}",minimax,minimax,36,64,60
"{'apertura': {'corner': 0.4022, 'mob': 0.6665, 'stable': 0.3403, 'parity': 0.3086, 'pos': 0.6604}, 'medio': {'corner': 0.3976, 'mob': 0.547, 'stable': 0.468, 'parity': 0.751, 'pos': 0.5043}, 'final': {'corner': 0.5464, 'mob': 0.6292, 'stable': 0.4078, 'parity': 0.4241, 'pos': 0.397}}",minimax,minimax,54,64,61
"{'apertura': {'corner': 0.3226, 'mob': 0.661, 'stable': 0.4443, 'parity': 0.2362, 'pos': 0.5166}, 'medio': {'corner': 0.6096, 'mob': 0.4591, 'stable': 0.4478, 'parity': 0.6536, 'pos': 0.5919}, 'final': {'corner': 0.398, 'mob': 0.689, 'stable': 0.1431, 'parity': 0.6418, 'pos': 0.3218}}",minimax,"{'apertura': {'corner': 0.3226, 'mob': 0.661, 'stable': 0.4443, 'parity': 0.2362, 'pos': 0.5166}, 'medio': {'corner': 0.6096, 'mob': 0.4591, 'stable': 0.4478, 'parity': 0.6536, 'pos': 0.5919}, 'final': {'corner': 0.398, 'mob': 0.689, 'stable': 0.1431, 'parity': 0.6418, 'pos': 0.3218}}",35,64,60
"{'apertura': {'corner': 0.2419, 'mob': 0.6746, 'stable': 0.4212, 'parity': 0.3315, 'pos': 0.2639}, 'medio': {'corner': 0.6564, 'mob': 0.253, 'stable': 0.7512, 'parity': 0.7106, 'pos': 0.8246}, 'final': {'corner': 0.2265, 'mob': 0.7606, 'stable': 0.2283, 'parity': 0.7011, 'pos': 0.192}}",minimax,minimax,51,64,61
"{'apertura': {'corner': 0.3464, 'mob': 0.7442, 'stable': 0.4183, 'parity': 0.2434, 'pos': 0.6231}, 'medio': {'corner': 0.5794, 'mob': 0.5418, 'stable': 0.3951, 'parity': 0.7056, 'pos': 0.4476}, 'final': {'corner': 0.5121, 'mob': 0.6676, 'stable': 0.26606483331526276, 'parity': 0.5168, 'pos': 0.4219}}",minimax,minimax,46,63,59
"{'apertura': {'corner': 0.3304, 'mob': 0.7909, 'stable': 0.4443, 'parity': 0.2144, 'pos': 0.6577}, 'medio': {'corner': 0.6552, 'mob': 0.5807, 'stable': 0.3322, 'parity': 0.7088, 'pos': 0.3471}, 'final': {'corner': 0.5521, 'mob': 0.6761, 'stable': 0.077, 'parity': 0.5005, 'pos': 0.4843}}",minimax,minimax,38,63,60
"{'apertura': {'corner': 0.224, 'mob': 0.8021, 'stable': 0.3987, 'parity': 0.2311, 'pos': 0.2254}, 'medio': {'corner': 0.7517, 'mob': 0.2197, 'stable': 0.8212, 'parity': 0.7492, 'pos': 0.8753}, 'final': {'corner': 0.1976, 'mob': 0.7733, 'stable': 0.1309, 'parity': 0.7823, 'pos': 0.1759}}",minimax,minimax,38,64,60
"{'apertura': {'corner': 0.2995, 'mob': 0.7434, 'stable': 0.4004, 'parity': 0.248, 'pos': 0.4071}, 'medio': {'corner': 0.6174, 'mob': 0.3558, 'stable': 0.627, 'parity': 0.7089, 'pos': 0.7138}, 'final': {'corner': 0.3223, 'mob': 0.7258, 'stable': 0.2037, 'parity': 0.6703, 'pos': 0.2609}}",minimax,minimax,43,64,61
"{'apertura': {'corner': 0.3561, 'mob': 0.7031, 'stable': 0.3982, 'parity': 0.3494, 'pos': 0.5887}, 'medio': {'corner': 0.4722, 'mob': 0.5076, 'stable': 0.4605, 'parity': 0.7104, 'pos': 0.5137}, 'final': {'corner': 0.4927, 'mob': 0.6597, 'stable': 0.3353, 'parity': 0.4641, 'pos': 0.3805}}",minimax,minimax,37,64,65
"{'apertura': {'corner': 0.4739, 'mob': 0.5422, 'stable': 0.2363, 'parity': 0.4029, 'pos': 0.6631}, 'medio': {'corner': 0.1399, 'mob': 0.5132, 'stable': 0.6038, 'parity': 0.7933, 'pos': 0.6615}, 'final': {'corner': 0.5406, 'mob': 0.5822, 'stable': 0.7385, 'parity': 0.3478, 'pos': 0.3097}}",minimax,minimax,39,64,61
"{'apertura': {'corner': 0.2354238652849508, 'mob': 0.6843, 'stable': 0.4307, 'parity': 0.2568, 'pos': 0.4432}, 'medio': {'corner': 0.6464, 'mob': 0.4022, 'stable': 0.5506, 'parity': 0.6905, 'pos': 0.6523}, 'final': {'corner': 0.3613, 'mob': 0.7059, 'stable': 0.152, 'parity': 0.6552, 'pos': 0.2967}}",minimax,minimax,40,64,61
"{'apertura': {'corner': 0.2712, 'mob': 0.7656, 'stable': 0.4221, 'parity': 0.2251, 'pos': 0.3396}, 'medio': {'corner': 0.6841, 'mob': 0.3069, 'stable': 0.6592, 'parity': 0.6897, 'pos': 0.7735}, 'final': {'corner': 0.2586, 'mob': 0.7496, 'stable': 0.1333, 'parity': 0.7493, 'pos': 0.2205}}",minimax,minimax,44,61,60
"{'apertura': {'corner': 0.333, 'mob': 0.687, 'stable': 0.3787, 'parity': 0.293, 'pos': 0.5151}, 'medio': {'corner': 0.5404, 'mob': 0.4462, 'stable': 0.5607, 'parity': 0.7392, 'pos': 0.6085}, 'final': {'corner': 0.4355, 'mob': 0.676, 'stable': 0.2843, 'parity': 0.5463, 'pos': 0.3344}}",minimax,minimax,45,64,60
"{'apertura': {'corner': 0.3932, 'mob': 0.6022, 'stable': 0.3404, 'parity': 0.3025, 'pos': 0.5494}, 'medio': {'corner': 0.41758320004352634, 'mob': 0.4446, 'stable': 0.5598, 'parity': 0.7124, 'pos': 0.6725}, 'final': {'corner': 0.4197, 'mob': 0.6618, 'stable': 0.4307, 'parity': 0.5397, 'pos': 0.2826}}",minimax,minimax,50,63,61
"{'apertura': {'corner': 0.333, 'mob': 0.687, 'stable': 0.3787, 'parity': 0.293, 'pos': 0.5151}, 'medio': {'corner': 0.5404, 'mob': 0.4462, 'stable': 0.5607, 'parity': 0.7392, 'pos': 0.6085}, 'final': {'corner': 0.4355, 'mob': 0.676, 'stable': 0.2843, 'parity': 0.5463, 'pos': 0.3344}}",minimax,minimax,45,64,63
